483268,738647,Trabzon İli,0,9.899999999999999,0.0
720003,3580975,Stann Creek,1,9.899999999999999,5.0
38238,5165418,Ohio,0,9.899999999999999,0.0
149880,2233376,Centre Province,1,9.899999999999999,5.0
637018,933043,Southern,1,9.899999999999999,3.0
583718,6252001,United States,0,92.39999999999998,0.0
736324,3134627,Time,1,9.899999999999999,3.0
256275,2297169,Northern Region,1,9.899999999999999,6.0
545056,2395504,Département de l' Atlantique,1,9.899999999999999,5.0
528466,5165418,Ohio,0,9.899999999999999,0.0
373487,5332921,California,1,9.899999999999999,41.0
440327,738647,Trabzon İli,0,9.899999999999999,0.0
611122,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
344644,738647,Trabzon İli,0,9.899999999999999,0.0
492730,587875,Valgamaa,0,9.899999999999999,0.0
485067,4971068,Maine,0,9.899999999999999,0.0
674146,3134627,Time,1,9.899999999999999,3.0
739482,147422,Neftçala,0,9.899999999999999,0.0
278215,6255149,North America,0,9.899999999999999,0.0
154646,2634715,Washington,1,9.899999999999999,4.0
412303,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
777209,2803053,As,1,3.3,1.0
319517,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
318940,4036647,Eastern,1,9.899999999999999,5.0
744154,4036647,Eastern,1,9.899999999999999,3.0
235389,3027939,Centre,1,9.899999999999999,6.0
589082,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
584341,2246451,Saint-Louis,0,9.899999999999999,0.0
181078,2634715,Washington,1,9.899999999999999,3.0
282436,4896861,Illinois,0,9.899999999999999,0.0
703770,147422,Neftçala,0,9.899999999999999,0.0
59774,738647,Trabzon İli,0,9.899999999999999,0.0
161049,738647,Trabzon İli,0,9.899999999999999,0.0
548865,3134627,Time,1,9.899999999999999,3.0
806924,3134627,Time,1,9.899999999999999,3.0
308539,3684917,El Banco,1,9.899999999999999,3.0
269328,5165418,Ohio,0,9.899999999999999,0.0
604388,3134627,Time,1,9.899999999999999,3.0
148246,2395504,Département de l' Atlantique,1,9.899999999999999,3.0
75048,147422,Neftçala,0,9.899999999999999,0.0
391899,147422,Neftçala,0,9.899999999999999,0.0
800829,6453337,Rauma,1,9.899999999999999,3.0
459645,4398678,Missouri,1,9.899999999999999,9.0
729290,2634715,Washington,1,9.899999999999999,3.0
637256,2297169,Northern Region,1,9.899999999999999,3.0
164760,5128638,New York,0,9.899999999999999,0.0
684256,2519582,Ceuta,0,99.0,0.0
684649,147422,Neftçala,0,9.899999999999999,0.0
477412,745042,İstanbul,1,9.899999999999999,7.0
158951,1819729,Hong Kong,1,9.899999999999999,4.0
186609,738647,Trabzon İli,0,9.899999999999999,0.0
31203,738647,Trabzon İli,0,9.899999999999999,0.0
471918,2430873,Kanem,0,9.899999999999999,0.0
440935,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
705426,5332921,California,0,9.899999999999999,0.0
76058,933043,Southern,1,9.899999999999999,3.0
585960,741240,Of,1,0.0,0.0
254192,738647,Trabzon İli,0,9.899999999999999,0.0
541287,2395504,Département de l' Atlantique,1,9.899999999999999,3.0
680353,2392325,Quémé,1,9.899999999999999,5.0
638703,933043,Southern,1,9.899999999999999,3.0
374216,3386264,Toritama,1,9.899999999999999,7.0
361947,147422,Neftçala,0,9.899999999999999,0.0
252329,3037350,Région Aquitaine,1,9.899999999999999,5.0
678564,935616,Le Port,1,9.899999999999999,3.0
113029,3384987,Vitória de Santo Antão,1,9.899999999999999,9.0
408059,147422,Neftçala,0,9.899999999999999,0.0
482828,5165418,Ohio,0,9.899999999999999,0.0
583331,5001836,Michigan,0,9.899999999999999,0.0
282837,2077456,Commonwealth of Australia,1,6.6,2.0
689223,3027939,Centre,1,9.899999999999999,5.0
613722,3387082,Tabira,1,9.899999999999999,11.0
25177,2297169,Northern Region,1,9.899999999999999,5.0
310205,1486209,Yekaterinburg,1,9.899999999999999,6.0
483669,2297169,Northern Region,1,9.899999999999999,3.0
796597,3134627,Time,1,9.899999999999999,3.0
324109,743952,Kars,1,9.899999999999999,5.0
648717,6252001,United States,0,92.39999999999998,0.0
766563,6255149,North America,0,9.899999999999999,0.0
235530,3134627,Time,1,9.899999999999999,3.0
801008,738647,Trabzon İli,0,9.899999999999999,0.0
515920,5101760,New Jersey,0,9.899999999999999,0.0
521520,6255149,North America,0,9.899999999999999,0.0
96840,3134627,Time,1,9.899999999999999,3.0
712471,5165418,Ohio,0,9.899999999999999,0.0
779714,150276,Same,1,9.899999999999999,3.0
173701,3134627,Time,1,9.899999999999999,3.0
498376,3134627,Time,1,9.899999999999999,3.0
13522,933043,Southern,1,9.899999999999999,3.0
130166,2395504,Département de l' Atlantique,1,9.899999999999999,4.0
542377,6255147,Asia,1,9.899999999999999,3.0
293009,5165418,Ohio,0,9.899999999999999,0.0
293061,2634894,Wales,1,9.899999999999999,8.0
150131,5549030,Utah,0,9.899999999999999,0.0
761725,6255149,North America,0,6.6,0.0
3774,2297169,Northern Region,1,9.899999999999999,3.0
642650,738647,Trabzon İli,0,9.899999999999999,0.0
587174,4887398,Chicago,1,0.0,0.0
419317,150276,Same,1,9.899999999999999,3.0
346808,3058780,Martin,1,9.899999999999999,3.0
447642,147422,Neftçala,0,9.899999999999999,0.0
253720,3134627,Time,1,9.899999999999999,3.0
752244
27071,147422,Neftçala,0,9.899999999999999,0.0
478236,738647,Trabzon İli,0,9.899999999999999,0.0
112412,2749990,Provincie Noord-Brabant,0,9.899999999999999,0.0
579404,738647,Trabzon İli,0,9.899999999999999,0.0
180110,4361885,Maryland,0,9.899999999999999,0.0
31468,3027939,Centre,1,9.899999999999999,6.0
180016,6320474,Buenos Aires,1,9.899999999999999,8.0
637949,738647,Trabzon İli,0,9.899999999999999,0.0
525503,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
509005,162152,Balkan Welaýaty,1,9.899999999999999,4.0
101453,150276,Same,1,9.899999999999999,3.0
490462,147422,Neftçala,0,9.899999999999999,0.0
197962,6255148,Europe,1,9.899999999999999,3.0
437983,1819729,Hong Kong,1,9.899999999999999,4.0
330103,5667009,Montana,0,9.899999999999999,0.0
694001,1819729,Hong Kong,1,9.899999999999999,4.0
519416,738647,Trabzon İli,0,9.899999999999999,0.0
56558,147422,Neftçala,0,9.899999999999999,0.0
298905,2634715,Washington,1,9.899999999999999,3.0
297587,2749990,Provincie Noord-Brabant,0,9.899999999999999,0.0
323712,738647,Trabzon İli,0,9.899999999999999,0.0
419741,2297169,Northern Region,1,9.899999999999999,4.0
610579,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
791172,4036647,Eastern,1,9.899999999999999,3.0
807171,5165418,Ohio,0,9.899999999999999,0.0
366789,738647,Trabzon İli,0,9.899999999999999,0.0
651555,1880252,Singapore,1,9.899999999999999,5.0
467423,147422,Neftçala,0,9.899999999999999,0.0
170929,3684917,El Banco,1,9.899999999999999,3.0
713863,1337283,Ha Dzongkhag,1,9.899999999999999,4.0
544136,2395504,Département de l' Atlantique,1,9.899999999999999,3.0
674842,1880252,Singapore,1,9.899999999999999,6.0
738625,147422,Neftçala,0,9.899999999999999,0.0
49350,1880252,Singapore,1,9.899999999999999,5.0
620633,738647,Trabzon İli,0,9.899999999999999,0.0
32148,5545269,Price,1,0.0,0.0
230028,150276,Same,1,9.899999999999999,3.0
511775,147422,Neftçala,0,9.899999999999999,0.0
739240,3134627,Time,1,9.899999999999999,3.0
38872,2395504,Département de l' Atlantique,1,9.899999999999999,3.0
79805,147422,Neftçala,0,9.899999999999999,0.0
736812,5332921,California,0,9.899999999999999,0.0
438088,1880252,Singapore,1,9.899999999999999,8.0
624030,2636671,Street,1,3.3,1.0
507655,4735966,Temple,1,0.0,0.0
478573,933043,Southern,1,9.899999999999999,3.0
457565,3134627,Time,1,9.899999999999999,3.0
512041,5090174,New Hampshire,0,9.899999999999999,0.0
367289,2395504,Département de l' Atlantique,1,9.899999999999999,9.0
122117,4036647,Eastern,1,9.899999999999999,3.0
134948,3174618,Regione Lombardia,0,9.899999999999999,0.0
584536,738647,Trabzon İli,0,9.899999999999999,0.0
433900,3134627,Time,1,9.899999999999999,3.0
376397,738647,Trabzon İli,0,9.899999999999999,0.0
293692,2646507,Houston,1,9.899999999999999,4.0
801728,738647,Trabzon İli,0,9.899999999999999,0.0
309871,2634715,Washington,1,9.899999999999999,3.0
242603,2639389,Richmond,1,9.899999999999999,5.0
246062,147422,Neftçala,0,9.899999999999999,0.0
49601,738647,Trabzon İli,0,9.899999999999999,0.0
419853,6252001,United States,0,98.99999999999997,0.0
462494,6252001,United States,0,92.39999999999998,0.0
29239,683506,Bucharest,1,9.899999999999999,4.0
25955,2395504,Département de l' Atlantique,1,9.899999999999999,4.0
16686,2016412,Smidovich,1,0.0,0.0
420884,2233376,Centre Province,1,9.899999999999999,5.0
784107,150276,Same,1,9.899999999999999,3.0
154600,3134627,Time,1,9.899999999999999,3.0
18671,738647,Trabzon İli,0,9.899999999999999,0.0
390974,6320461,Barreiros,1,9.899999999999999,5.0
392739,3134627,Time,1,9.899999999999999,3.0
430514,3570412,Le Robert,1,9.899999999999999,7.0
589408,743952,Kars,1,9.899999999999999,8.0
69005,6252001,United States,0,92.39999999999998,0.0
658386,1607530,Phra Nakhon Si Ayutthaya,1,9.899999999999999,12.0
699685,2789733,Provincie Oost-Vlaanderen,0,9.899999999999999,0.0
476790,6255147,Asia,1,9.899999999999999,3.0
639018,5815135,Washington,0,9.899999999999999,0.0
64717,147422,Neftçala,0,9.899999999999999,0.0
392417,147422,Neftçala,0,9.899999999999999,0.0
628610,3380387,Saint-Laurent du Maroni,1,9.899999999999999,3.0
85014,3134627,Time,1,9.899999999999999,3.0
709473,6252001,United States,0,92.39999999999998,0.0
238094,5165418,Ohio,0,9.899999999999999,0.0
167657,147422,Neftçala,0,9.899999999999999,0.0
84969,147422,Neftçala,0,9.899999999999999,0.0
656976,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
693883,147422,Neftçala,0,9.899999999999999,0.0
594561,2246451,Saint-Louis,0,9.899999999999999,0.0
234994,4829764,Alabama,0,9.899999999999999,0.0
206771,6252001,United States,1,92.39999999999998,28.0
787862,2411585,Gibraltar,1,9.899999999999999,5.0
553755,3134627,Time,1,9.899999999999999,3.0
732325,4398678,Missouri,0,9.899999999999999,0.0
421061,743952,Kars,1,9.899999999999999,6.0
335517,743952,Kars,1,9.899999999999999,6.0
554562,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
626750,4036647,Eastern,1,9.899999999999999,3.0
640582,1269743,Indore,1,9.899999999999999,9.0
717731,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
581241,147422,Neftçala,0,9.899999999999999,0.0
457279,2634715,Washington,1,9.899999999999999,4.0
325959,5332921,California,0,9.899999999999999,0.0
257263,3134627,Time,1,9.899999999999999,3.0
480704,1699175,Mountain Province,1,9.899999999999999,8.0
429988
605000,4971068,Maine,0,9.899999999999999,0.0
137960,4971068,Maine,0,9.899999999999999,0.0
231740,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
251183,2301639,Dom,1,9.899999999999999,3.0
160261,5332921,California,0,9.899999999999999,0.0
630072,4597040,South Carolina,0,9.899999999999999,0.0
308058,743952,Kars,1,9.899999999999999,6.0
282214,3668937,Santa Ana,1,9.899999999999999,3.0
195411,686254,Arad,1,9.899999999999999,5.0
102560,6252001,United States,1,92.39999999999998,31.0
547438,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
651168,4971068,Maine,0,9.899999999999999,0.0
638412,1819729,Hong Kong,1,9.899999999999999,5.0
353124,2394992,Département du Borgou,1,9.899999999999999,5.0
567017,3174618,Regione Lombardia,0,9.899999999999999,0.0
424390,4036647,Eastern,1,9.899999999999999,3.0
480375,147422,Neftçala,0,9.899999999999999,0.0
540932,2953481,Land Baden-Württemberg,0,9.899999999999999,0.0
470266,3134627,Time,1,9.899999999999999,3.0
755428
187287,3134627,Time,1,9.899999999999999,3.0
594621,3134627,Time,1,9.899999999999999,3.0
315073,3058780,Martin,1,9.899999999999999,3.0
605244,147422,Neftçala,0,9.899999999999999,0.0
113791,885800,Mount Darwin,1,9.899999999999999,3.0
21203,1085599,Province of the Western Cape,0,9.899999999999999,0.0
245805,2130037,Hokkaidō,0,9.899999999999999,0.0
441902,2226441,Mme-Bafumen,1,9.899999999999999,5.0
563342,3058780,Martin,1,9.899999999999999,4.0
91350,5545269,Price,1,0.0,0.0
533366,147422,Neftçala,0,9.899999999999999,0.0
210608,5128638,New York,0,9.899999999999999,0.0
583547,1819729,Hong Kong,1,9.899999999999999,5.0
281440,4971068,Maine,0,9.899999999999999,0.0
85762,1726962,Banton,1,3.3,1.0
375959,3143244,Oslo,1,9.899999999999999,6.0
772537,1880252,Singapore,1,9.899999999999999,11.0
66992,1819729,Hong Kong,1,9.899999999999999,5.0
546727,147422,Neftçala,0,9.899999999999999,0.0
76133,6255149,North America,0,6.6,0.0
252299,5101760,New Jersey,1,9.899999999999999,21.0
336143,1819729,Hong Kong,1,9.899999999999999,8.0
627141,738647,Trabzon İli,0,9.899999999999999,0.0
121513,738647,Trabzon İli,0,9.899999999999999,0.0
124286,4971068,Maine,0,9.899999999999999,0.0
136271,5332921,California,0,9.899999999999999,0.0
104663,4896861,Illinois,0,9.899999999999999,0.0
139565,6255149,North America,0,6.6,0.0
191148,570508,Buy,1,0.0,0.0
116335,5332921,California,0,9.899999999999999,0.0
672533,147422,Neftçala,0,9.899999999999999,0.0
671108,3134627,Time,1,9.899999999999999,3.0
791617,4921868,Indiana,1,9.899999999999999,15.0
354707,1167710,Punjab,1,9.899999999999999,5.0
117550,3520914,Estado de Querétaro de Arteaga,0,9.899999999999999,0.0
416221,1607530,Phra Nakhon Si Ayutthaya,1,9.899999999999999,11.0
618471,2451778,San,1,9.899999999999999,3.0
364035,2634715,Washington,1,9.899999999999999,4.0
383069,6252001,United States,1,98.99999999999997,31.0
103143,6255148,Europe,1,9.899999999999999,3.0
473736,2395504,Département de l' Atlantique,1,9.899999999999999,3.0
642413,1282028,Republic of Maldives,1,6.6,2.0
619860,5165418,Ohio,0,9.899999999999999,0.0
645251,1880252,Singapore,1,9.899999999999999,6.0
