483268,2635167,United Kingdom of Great Britain and Northern Ireland,1,0.0,0.0
720003,6255149,North America,0,6.6,0.0
38238,2635167,United Kingdom of Great Britain and Northern Ireland,1,6.6,3.0
149880,3027939,Centre,1,9.899999999999999,3.0
637018,4862182,Iowa,1,9.899999999999999,7.0
583718,108411,Minţaqat ar Riyāḑ,0,9.899999999999999,0.0
736324,4011741,Estado de Durango,1,9.899999999999999,3.0
256275,2297169,Northern Region,1,9.899999999999999,3.0
545056,2077456,Commonwealth of Australia,1,6.6,2.0
528466,4887398,Chicago,1,0.0,0.0
373487,5332921,California,1,9.899999999999999,7.0
440327
611122
344644,6255149,North America,0,6.6,0.0
492730,99237,Republic of Iraq,1,6.6,3.0
485067
674146,3173435,Milan,1,0.0,0.0
739482,1273293,Union Territory of Delhi,1,20.299999999999997,8.0
278215,6255149,North America,0,6.6,0.0
154646,5815135,Washington,1,9.899999999999999,5.0
412303,1861060,Japan,1,0.0,0.0
777209
319517,2635167,United Kingdom of Great Britain and Northern Ireland,1,0.0,0.0
318940,2077456,Commonwealth of Australia,1,6.6,3.0
744154,2643743,London,1,3.3,1.0
235389,3027939,Centre,1,9.899999999999999,6.0
589082,6255149,North America,0,6.6,0.0
584341,2643743,London,1,0.0,0.0
181078,5815135,Washington,1,9.899999999999999,3.0
282436,6255147,Asia,0,7.1,0.0
703770
59774,1796236,Shanghai,1,0.0,0.0
161049,2147714,Sydney,1,0.0,0.0
548865,1562822,Socialist Republic of Vietnam,1,6.6,2.0
806924,3077311,Česká republika,1,6.6,5.0
308539,3527646,Distrito Federal,0,9.899999999999999,0.0
269328,6255148,Europe,0,7.1,0.0
604388,6255149,North America,0,6.6,0.0
148246,1861060,Japan,1,6.6,3.0
75048,524901,Москва,1,0.0,0.0
391899,690791,Ukraine,1,0.0,0.0
800829,6255148,Europe,1,0.0,0.0
459645,4398678,Missouri,1,9.899999999999999,5.0
729290,5815135,Washington,1,9.899999999999999,5.0
637256,2297169,Northern Region,1,9.899999999999999,3.0
